"tournament","date","Team","GP","W","L","AGT","K","D","KD","CKPM","GPR","GSPD","EGR","MLR","GD15","FB%","FT%","F3T%","PPG","HLD%","GRB%","FD%","DRG%","ELD%","FBN%","BN%","LNE%","JNG%","WPM","CWPM","WCPM"
"LEC 2025 Spring Season","2025-03-31","Fnatic",4,2,2,32.2,66,46,1.43,0.87,0.34,"5.6%",50,0,304,"75%","25%","50%",4.8,"25%","50%","50%","44%","0%","50%","40%","50.3%","54.6%",3.33,1.02,1.47
"LEC 2025 Spring Season","2025-03-31","G2 Esports",3,2,1,31.7,33,26,1.27,0.62,0.6,"10.2%",73.8,-7.2,898,"33%","100%","67%",6.7,"33%","6%","100%","57%",,"67%","100%","51.1%","53.6%",3.29,1.02,1.79
"LEC 2025 Spring Season","2025-03-31","GiantX",4,0,4,30.6,35,67,0.52,0.83,-1.01,"-10.2%",43.5,-43.5,-866,"0%","25%","50%",1.3,"75%","33%","50%","41%","100%","25%","40%","49.3%","44.0%",3.46,1.24,1.53
"LEC 2025 Spring Season","2025-03-31","Karmine Corp",3,2,1,36.7,39,43,0.91,0.74,-0.34,"1.7%",45.2,21.5,-458,"33%","67%","33%",4.7,"33%","78%","67%","60%","100%","67%","60%","50.4%","51.2%",3.46,1.22,1.78
"LEC 2025 Spring Season","2025-03-31","Movistar KOI",6,2,4,34.2,69,72,0.96,0.69,-0.1,"-5.9%",40.5,-7.2,-220,"67%","17%","50%",3.2,"67%","58%","17%","41%","0%","17%","29%","49.3%","47.6%",3.74,1.35,1.74
"LEC 2025 Spring Season","2025-03-31","Rogue",5,1,4,34,50,76,0.66,0.74,-0.19,"-2.9%",46.4,-26.4,-119,"60%","40%","60%",4.2,"60%","43%","40%","41%","50%","40%","43%","49.6%","46.6%",3.5,1.18,1.21
"LEC 2025 Spring Season","2025-03-31","SK Gaming",2,2,0,32.7,29,29,1,0.89,0.86,"-2.3%",65.2,34.8,1002,"50%","100%","100%",6,"100%","50%","50%","75%","100%","50%","50%","50.6%","47.3%",3.32,1.22,1.34
"LEC 2025 Spring Season","2025-03-31","Team BDS",3,2,1,35.3,49,35,1.4,0.79,0.62,"4.4%",58.3,8.3,761,"33%","67%","33%",4.7,"33%","72%","33%","42%","50%","67%","60%","49.9%","55.6%",3.51,1.31,1.35
"LEC 2025 Spring Season","2025-03-31","Team Heretics",2,2,0,32.2,27,15,1.8,0.65,-0.52,"0.7%",46.6,53.4,-844,"50%","50%","50%",2.5,"50%","33%","100%","80%",,"50%","50%","51.2%","50.1%",3.4,1.26,1.49
"LEC 2025 Spring Season","2025-03-31","Team Vitality",2,2,0,29.5,30,18,1.67,0.81,0.4,"11.5%",47.8,52.2,123,"100%","100%","0%",3.5,"0%","83%","50%","56%",,"100%","100%","50.1%","55.6%",3.63,1.44,1.32
"LEC 2025 Spring Season","2025-04-05","Fnatic",4,2,2,32.2,66,46,1.43,0.87,0.34,"5.6%",50,0,304,"75%","25%","50%",4.8,"25%","50%","50%","44%","0%","50%","40%","50.3%","54.6%",3.33,1.02,1.47
"LEC 2025 Spring Season","2025-04-05","G2 Esports",5,4,1,32.8,80,37,2.16,0.71,1.23,"8.4%",75.1,4.9,1689,"40%","80%","60%",6.2,"40%","23%","80%","65%",,"80%","100%","50.7%","53.1%",3.28,1.05,1.83
"LEC 2025 Spring Season","2025-04-05","GiantX",4,0,4,30.6,35,67,0.52,0.83,-1.01,"-10.2%",43.5,-43.5,-866,"0%","25%","50%",1.3,"75%","33%","50%","41%","100%","25%","40%","49.3%","44.0%",3.46,1.24,1.53
"LEC 2025 Spring Season","2025-04-05","Karmine Corp",5,4,1,35.6,70,60,1.17,0.73,-0.17,"4.1%",39,41,-873,"20%","60%","40%",3.8,"60%","67%","60%","64%","100%","60%","67%","51.0%","53.0%",3.35,1.2,1.67
"LEC 2025 Spring Season","2025-04-05","Movistar KOI",6,2,4,34.2,69,72,0.96,0.69,-0.1,"-5.9%",40.5,-7.2,-220,"67%","17%","50%",3.2,"67%","58%","17%","41%","0%","17%","29%","49.3%","47.6%",3.74,1.35,1.74
"LEC 2025 Spring Season","2025-04-05","Rogue",7,3,4,35.2,101,99,1.02,0.81,0.26,"-1.0%",51.7,-8.8,387,"57%","43%","71%",3.9,"43%","50%","43%","48%","50%","57%","64%","49.3%","46.5%",3.53,1.2,1.27
"LEC 2025 Spring Season","2025-04-05","SK Gaming",2,2,0,32.7,29,29,1,0.89,0.86,"-2.3%",65.2,34.8,1002,"50%","100%","100%",6,"100%","50%","50%","75%","100%","50%","50%","50.6%","47.3%",3.32,1.22,1.34
"LEC 2025 Spring Season","2025-04-05","Team BDS",5,2,3,34.7,66,66,1,0.76,0.34,"-0.4%",63.1,-23.1,1055,"60%","60%","40%",4.4,"20%","63%","40%","36%","33%","40%","50%","49.3%","51.1%",3.53,1.35,1.36
"LEC 2025 Spring Season","2025-04-05","Team Heretics",4,2,2,33.3,38,62,0.61,0.75,-1.34,"-2.5%",34.8,15.2,-1860,"50%","50%","50%",3.8,"50%","42%","75%","53%",,"25%","20%","50.6%","48.9%",3.42,1.26,1.48
"LEC 2025 Spring Season","2025-04-05","Team Vitality",4,2,2,33.7,53,69,0.77,0.9,-0.53,"3.9%",41.4,8.6,-765,"75%","75%","0%",4.8,"50%","58%","50%","45%",,"50%","33%","50.7%","54.7%",3.52,1.42,1.34
"LEC 2025 Spring Season","2025-04-06","Fnatic",7,4,3,33,120,85,1.41,0.89,0.72,"5.1%",53.6,3.5,464,"71%","43%","57%",5.1,"43%","38%","57%","48%","0%","43%","38%","50.2%","54.0%",3.31,0.98,1.6
"LEC 2025 Spring Season","2025-04-06","G2 Esports",5,4,1,32.8,80,37,2.16,0.71,1.23,"8.4%",75.1,4.9,1689,"40%","80%","60%",6.2,"40%","23%","80%","65%",,"80%","100%","50.7%","53.1%",3.28,1.05,1.83
"LEC 2025 Spring Season","2025-04-06","GiantX",4,0,4,30.6,35,67,0.52,0.83,-1.01,"-10.2%",43.5,-43.5,-866,"0%","25%","50%",1.3,"75%","33%","50%","41%","100%","25%","40%","49.3%","44.0%",3.46,1.24,1.53
"LEC 2025 Spring Season","2025-04-06","Karmine Corp",8,5,3,35,109,114,0.96,0.8,-0.55,"0.9%",39.9,22.6,-800,"25%","50%","38%",4.5,"50%","71%","50%","58%","100%","63%","67%","50.6%","50.7%",3.32,1.14,1.62
"LEC 2025 Spring Season","2025-04-06","Movistar KOI",6,2,4,34.2,69,72,0.96,0.69,-0.1,"-5.9%",40.5,-7.2,-220,"67%","17%","50%",3.2,"67%","58%","17%","41%","0%","17%","29%","49.3%","47.6%",3.74,1.35,1.74
"LEC 2025 Spring Season","2025-04-06","Rogue",7,3,4,35.2,101,99,1.02,0.81,0.26,"-1.0%",51.7,-8.8,387,"57%","43%","71%",3.9,"43%","50%","43%","48%","50%","57%","64%","49.3%","46.5%",3.53,1.2,1.27
"LEC 2025 Spring Season","2025-04-06","SK Gaming",4,2,2,31.8,43,72,0.6,0.9,-0.62,"-8.4%",41.1,8.9,-587,"25%","50%","50%",4.5,"50%","42%","50%","50%","100%","25%","33%","49.9%","49.4%",3.23,1.2,1.26
"LEC 2025 Spring Season","2025-04-06","Team BDS",7,4,3,33.6,109,80,1.36,0.8,0.83,"3.9%",68.8,-11.7,1375,"71%","71%","57%",4.3,"43%","64%","43%","47%","33%","43%","57%","49.7%","50.3%",3.46,1.35,1.38
"LEC 2025 Spring Season","2025-04-06","Team Heretics",4,2,2,33.3,38,62,0.61,0.75,-1.34,"-2.5%",34.8,15.2,-1860,"50%","50%","50%",3.8,"50%","42%","75%","53%",,"25%","20%","50.6%","48.9%",3.42,1.26,1.48
"LEC 2025 Spring Season","2025-04-06","Team Vitality",4,2,2,33.7,53,69,0.77,0.9,-0.53,"3.9%",41.4,8.6,-765,"75%","75%","0%",4.8,"50%","58%","50%","45%",,"50%","33%","50.7%","54.7%",3.52,1.42,1.34
"LEC 2025 Spring Season","2025-04-07","Fnatic",7,4,3,33,120,85,1.41,0.89,0.72,"5.1%",53.6,3.5,464,"71%","43%","57%",5.1,"43%","38%","57%","48%","0%","43%","38%","50.2%","54.0%",3.31,0.98,1.6
"LEC 2025 Spring Season","2025-04-07","G2 Esports",5,4,1,32.8,80,37,2.16,0.71,1.23,"8.4%",75.1,4.9,1689,"40%","80%","60%",6.2,"40%","23%","80%","65%",,"80%","100%","50.7%","53.1%",3.28,1.05,1.83
"LEC 2025 Spring Season","2025-04-07","GiantX",6,2,4,34.9,70,93,0.75,0.78,-0.44,"-4.6%",47.7,-14.3,-490,"17%","17%","33%",1.7,"67%","39%","50%","42%","80%","50%","60%","50.4%","48.1%",3.39,1.22,1.75
"LEC 2025 Spring Season","2025-04-07","Karmine Corp",8,5,3,35,109,114,0.96,0.8,-0.55,"0.9%",39.9,22.6,-800,"25%","50%","38%",4.5,"50%","71%","50%","58%","100%","63%","67%","50.6%","50.7%",3.32,1.14,1.62
"LEC 2025 Spring Season","2025-04-07","Movistar KOI",8,4,4,34,102,82,1.24,0.68,0.25,"-3.3%",41.6,8.4,-251,"63%","38%","63%",3.4,"63%","56%","25%","49%","0%","38%","44%","49.9%","49.4%",3.76,1.34,1.76
"LEC 2025 Spring Season","2025-04-07","Rogue",9,3,6,37,127,134,0.95,0.78,0.1,"-2.3%",50,-16.6,243,"56%","56%","78%",3.8,"44%","50%","44%","50%","33%","44%","50%","48.9%","45.9%",3.61,1.22,1.27
"LEC 2025 Spring Season","2025-04-07","SK Gaming",4,2,2,31.8,43,72,0.6,0.9,-0.62,"-8.4%",41.1,8.9,-587,"25%","50%","50%",4.5,"50%","42%","50%","50%","100%","25%","33%","49.9%","49.4%",3.23,1.2,1.26
"LEC 2025 Spring Season","2025-04-07","Team BDS",7,4,3,33.6,109,80,1.36,0.8,0.83,"3.9%",68.8,-11.7,1375,"71%","71%","57%",4.3,"43%","64%","43%","47%","33%","43%","57%","49.7%","50.3%",3.46,1.35,1.38
"LEC 2025 Spring Season","2025-04-07","Team Heretics",6,2,4,33.3,48,96,0.5,0.71,-1.34,"-3.2%",41.6,-8.2,-1126,"50%","33%","33%",3.3,"50%","44%","67%","45%",,"17%","14%","49.8%","47.7%",3.41,1.22,1.6
"LEC 2025 Spring Season","2025-04-07","Team Vitality",4,2,2,33.7,53,69,0.77,0.9,-0.53,"3.9%",41.4,8.6,-765,"75%","75%","0%",4.8,"50%","58%","50%","45%",,"50%","33%","50.7%","54.7%",3.52,1.42,1.34
"LEC 2025 Spring Season","2025-04-12","Fnatic",7,4,3,33,120,85,1.41,0.89,0.72,"5.1%",53.6,3.5,464,"71%","43%","57%",5.1,"43%","38%","57%","48%","0%","43%","38%","50.2%","54.0%",3.31,0.98,1.6
"LEC 2025 Spring Season","2025-04-12","G2 Esports",7,6,1,33.6,109,46,2.37,0.66,1.59,"10.8%",76.1,9.6,1748,"57%","86%","71%",6,"43%","38%","57%","68%",,"86%","100%","50.7%","54.6%",3.19,1.01,1.77
"LEC 2025 Spring Season","2025-04-12","GiantX",6,2,4,34.9,70,93,0.75,0.78,-0.44,"-4.6%",47.7,-14.3,-490,"17%","17%","33%",1.7,"67%","39%","50%","42%","80%","50%","60%","50.4%","48.1%",3.39,1.22,1.75
"LEC 2025 Spring Season","2025-04-12","Karmine Corp",10,7,3,33.7,155,125,1.24,0.83,-0.07,"4.8%",44.2,25.8,-551,"30%","60%","50%",4,"40%","68%","50%","63%","100%","60%","70%","50.8%","52.1%",3.29,1.14,1.6
"LEC 2025 Spring Season","2025-04-12","Movistar KOI",8,4,4,34,102,82,1.24,0.68,0.25,"-3.3%",41.6,8.4,-251,"63%","38%","63%",3.4,"63%","56%","25%","49%","0%","38%","44%","49.9%","49.4%",3.76,1.34,1.76
"LEC 2025 Spring Season","2025-04-12","Rogue",11,3,8,36.8,136,163,0.83,0.74,-0.35,"-4.9%",44.8,-17.5,-146,"45%","45%","64%",3.4,"45%","45%","55%","45%","33%","36%","42%","49.0%","45.1%",3.58,1.2,1.31
"LEC 2025 Spring Season","2025-04-12","SK Gaming",6,2,4,30.7,54,118,0.46,0.93,-1.12,"-12.4%",40.3,-7,-539,"33%","33%","33%",4.2,"67%","42%","50%","38%","100%","17%","25%","49.3%","47.0%",3.1,1.14,1.26
"LEC 2025 Spring Season","2025-04-12","Team BDS",10,5,5,34.3,158,123,1.28,0.82,0.93,"3.6%",65.2,-15.2,1322,"70%","70%","70%",3.8,"60%","60%","40%","45%","40%","50%","64%","49.3%","50.7%",3.39,1.34,1.4
"LEC 2025 Spring Season","2025-04-12","Team Heretics",9,4,5,34.1,91,145,0.63,0.76,-1.27,"-3.1%",42.1,2.4,-1150,"44%","33%","22%",3.8,"33%","46%","67%","49%","50%","22%","18%","50.4%","47.9%",3.38,1.25,1.61
"LEC 2025 Spring Season","2025-04-12","Team Vitality",4,2,2,33.7,53,69,0.77,0.9,-0.53,"3.9%",41.4,8.6,-765,"75%","75%","0%",4.8,"50%","58%","50%","45%",,"50%","33%","50.7%","54.7%",3.52,1.42,1.34
"LEC 2025 Spring Season","2025-04-13","Fnatic",9,6,3,33.2,161,110,1.46,0.91,0.6,"7.0%",48.9,17.8,50,"67%","44%","56%",4.9,"44%","39%","56%","54%","0%","44%","50%","50.5%","54.9%",3.28,0.97,1.6
"LEC 2025 Spring Season","2025-04-13","G2 Esports",7,6,1,33.6,109,46,2.37,0.66,1.59,"10.8%",76.1,9.6,1748,"57%","86%","71%",6,"43%","38%","57%","68%",,"86%","100%","50.7%","54.6%",3.19,1.01,1.77
"LEC 2025 Spring Season","2025-04-13","GiantX",6,2,4,34.9,70,93,0.75,0.78,-0.44,"-4.6%",47.7,-14.3,-490,"17%","17%","33%",1.7,"67%","39%","50%","42%","80%","50%","60%","50.4%","48.1%",3.39,1.22,1.75
"LEC 2025 Spring Season","2025-04-13","Karmine Corp",10,7,3,33.7,155,125,1.24,0.83,-0.07,"4.8%",44.2,25.8,-551,"30%","60%","50%",4,"40%","68%","50%","63%","100%","60%","70%","50.8%","52.1%",3.29,1.14,1.6
"LEC 2025 Spring Season","2025-04-13","Movistar KOI",10,6,4,32.7,140,93,1.51,0.71,0.59,"0.1%",47.4,12.6,94,"70%","40%","70%",3.3,"60%","56%","40%","54%","0%","30%","44%","50.4%","50.4%",3.66,1.3,1.73
"LEC 2025 Spring Season","2025-04-13","Rogue",11,3,8,36.8,136,163,0.83,0.74,-0.35,"-4.9%",44.8,-17.5,-146,"45%","45%","64%",3.4,"45%","45%","55%","45%","33%","36%","42%","49.0%","45.1%",3.58,1.2,1.31
"LEC 2025 Spring Season","2025-04-13","SK Gaming",6,2,4,30.7,54,118,0.46,0.93,-1.12,"-12.4%",40.3,-7,-539,"33%","33%","33%",4.2,"67%","42%","50%","38%","100%","17%","25%","49.3%","47.0%",3.1,1.14,1.26
"LEC 2025 Spring Season","2025-04-13","Team BDS",12,5,7,33.1,169,161,1.05,0.83,0.49,"0.7%",59.2,-17.5,856,"58%","67%","58%",3.5,"58%","58%","33%","41%","40%","42%","64%","49.0%","49.8%",3.31,1.32,1.41
"LEC 2025 Spring Season","2025-04-13","Team Heretics",9,4,5,34.1,91,145,0.63,0.76,-1.27,"-3.1%",42.1,2.4,-1150,"44%","33%","22%",3.8,"33%","46%","67%","49%","50%","22%","18%","50.4%","47.9%",3.38,1.25,1.61
"LEC 2025 Spring Season","2025-04-13","Team Vitality",6,2,4,33.7,78,110,0.71,0.93,-0.41,"-2.0%",50.2,-16.8,-43,"67%","67%","17%",5.2,"50%","58%","50%","40%",,"33%","25%","50.0%","50.4%",3.53,1.44,1.33
"LEC 2025 Spring Season","2025-04-14","Fnatic",9,6,3,33.2,161,110,1.46,0.91,0.6,"7.0%",48.9,17.8,50,"67%","44%","56%",4.9,"44%","39%","56%","54%","0%","44%","50%","50.5%","54.9%",3.28,0.97,1.6
"LEC 2025 Spring Season","2025-04-14","G2 Esports",7,6,1,33.6,109,46,2.37,0.66,1.59,"10.8%",76.1,9.6,1748,"57%","86%","71%",6,"43%","38%","57%","68%",,"86%","100%","50.7%","54.6%",3.19,1.01,1.77
"LEC 2025 Spring Season","2025-04-14","GiantX",8,2,6,35.4,98,133,0.74,0.81,-0.55,"-3.7%",48.4,-23.4,-403,"25%","25%","50%",2,"75%","42%","63%","36%","80%","50%","50%","50.0%","48.2%",3.37,1.25,1.71
"LEC 2025 Spring Season","2025-04-14","Karmine Corp",13,9,4,34.7,201,179,1.12,0.84,-0.29,"3.9%",39.8,29.4,-896,"23%","54%","46%",3.7,"38%","60%","54%","59%","100%","62%","69%","50.9%","51.3%",3.32,1.14,1.61
"LEC 2025 Spring Season","2025-04-14","Movistar KOI",10,6,4,32.7,140,93,1.51,0.71,0.59,"0.1%",47.4,12.6,94,"70%","40%","70%",3.3,"60%","56%","40%","54%","0%","30%","44%","50.4%","50.4%",3.66,1.3,1.73
"LEC 2025 Spring Season","2025-04-14","Rogue",11,3,8,36.8,136,163,0.83,0.74,-0.35,"-4.9%",44.8,-17.5,-146,"45%","45%","64%",3.4,"45%","45%","55%","45%","33%","36%","42%","49.0%","45.1%",3.58,1.2,1.31
"LEC 2025 Spring Season","2025-04-14","SK Gaming",8,4,4,32.3,94,146,0.64,0.93,-0.55,"-9.1%",42.6,7.4,-369,"38%","38%","25%",4,"50%","44%","38%","50%","100%","25%","50%","49.8%","48.1%",3.18,1.18,1.36
"LEC 2025 Spring Season","2025-04-14","Team BDS",12,5,7,33.1,169,161,1.05,0.83,0.49,"0.7%",59.2,-17.5,856,"58%","67%","58%",3.5,"58%","58%","33%","41%","40%","42%","64%","49.0%","49.8%",3.31,1.32,1.41
"LEC 2025 Spring Season","2025-04-14","Team Heretics",12,5,7,35.1,145,191,0.76,0.8,-0.68,"-2.6%",50.3,-8.6,-351,"58%","42%","33%",3.7,"42%","51%","58%","50%","50%","17%","21%","50.0%","48.7%",3.39,1.26,1.64
"LEC 2025 Spring Season","2025-04-14","Team Vitality",6,2,4,33.7,78,110,0.71,0.93,-0.41,"-2.0%",50.2,-16.8,-43,"67%","67%","17%",5.2,"50%","58%","50%","40%",,"33%","25%","50.0%","50.4%",3.53,1.44,1.33
"LEC 2025 Spring Season","2025-04-19","Fnatic",11,8,3,32.1,189,120,1.58,0.87,1.04,"9.5%",55.8,17,735,"64%","55%","64%",5.7,"55%","47%","45%","54%","0%","55%","58%","50.6%","56.9%",3.22,0.98,1.56
"LEC 2025 Spring Season","2025-04-19","G2 Esports",7,6,1,33.6,109,46,2.37,0.66,1.59,"10.8%",76.1,9.6,1748,"57%","86%","71%",6,"43%","38%","57%","68%",,"86%","100%","50.7%","54.6%",3.19,1.01,1.77
"LEC 2025 Spring Season","2025-04-19","GiantX",11,3,8,35.3,139,186,0.75,0.84,-0.67,"-4.9%",47.1,-19.9,-356,"36%","27%","36%",2,"64%","45%","55%","37%","80%","36%","44%","49.9%","47.0%",3.42,1.28,1.68
"LEC 2025 Spring Season","2025-04-19","Karmine Corp",16,11,5,34.7,254,220,1.15,0.85,-0.05,"4.7%",42.9,25.9,-685,"25%","56%","56%",4,"44%","57%","56%","59%","100%","69%","71%","50.8%","52.3%",3.32,1.14,1.63
"LEC 2025 Spring Season","2025-04-19","Movistar KOI",10,6,4,32.7,140,93,1.51,0.71,0.59,"0.1%",47.4,12.6,94,"70%","40%","70%",3.3,"60%","56%","40%","54%","0%","30%","44%","50.4%","50.4%",3.66,1.3,1.73
"LEC 2025 Spring Season","2025-04-19","Rogue",13,3,10,35.4,146,191,0.76,0.73,-0.72,"-7.3%",40,-16.9,-711,"46%","38%","54%",3.3,"38%","41%","62%","45%","33%","31%","38%","48.9%","43.4%",3.52,1.17,1.28
"LEC 2025 Spring Season","2025-04-19","SK Gaming",8,4,4,32.3,94,146,0.64,0.93,-0.55,"-9.1%",42.6,7.4,-369,"38%","38%","25%",4,"50%","44%","38%","50%","100%","25%","50%","49.8%","48.1%",3.18,1.18,1.36
"LEC 2025 Spring Season","2025-04-19","Team BDS",12,5,7,33.1,169,161,1.05,0.83,0.49,"0.7%",59.2,-17.5,856,"58%","67%","58%",3.5,"58%","58%","33%","41%","40%","42%","64%","49.0%","49.8%",3.31,1.32,1.41
"LEC 2025 Spring Season","2025-04-19","Team Heretics",12,5,7,35.1,145,191,0.76,0.8,-0.68,"-2.6%",50.3,-8.6,-351,"58%","42%","33%",3.7,"42%","51%","58%","50%","50%","17%","21%","50.0%","48.7%",3.39,1.26,1.64
"LEC 2025 Spring Season","2025-04-19","Team Vitality",6,2,4,33.7,78,110,0.71,0.93,-0.41,"-2.0%",50.2,-16.8,-43,"67%","67%","17%",5.2,"50%","58%","50%","40%",,"33%","25%","50.0%","50.4%",3.53,1.44,1.33
"LEC 2025 Spring Season","2025-04-20","Fnatic",11,8,3,32.1,189,120,1.58,0.87,1.04,"9.5%",55.8,17,735,"64%","55%","64%",5.7,"55%","47%","45%","54%","0%","55%","58%","50.6%","56.9%",3.22,0.98,1.56
"LEC 2025 Spring Season","2025-04-20","G2 Esports",9,6,3,35.7,126,77,1.64,0.63,1.35,"8.3%",70.9,-4.2,1633,"44%","78%","67%",5.6,"44%","35%","44%","59%","0%","78%","77%","50.7%","54.8%",3.18,1,1.78
"LEC 2025 Spring Season","2025-04-20","GiantX",11,3,8,35.3,139,186,0.75,0.84,-0.67,"-4.9%",47.1,-19.9,-356,"36%","27%","36%",2,"64%","45%","55%","37%","80%","36%","44%","49.9%","47.0%",3.42,1.28,1.68
"LEC 2025 Spring Season","2025-04-20","Karmine Corp",16,11,5,34.7,254,220,1.15,0.85,-0.05,"4.7%",42.9,25.9,-685,"25%","56%","56%",4,"44%","57%","56%","59%","100%","69%","71%","50.8%","52.3%",3.32,1.14,1.63
"LEC 2025 Spring Season","2025-04-20","Movistar KOI",10,6,4,32.7,140,93,1.51,0.71,0.59,"0.1%",47.4,12.6,94,"70%","40%","70%",3.3,"60%","56%","40%","54%","0%","30%","44%","50.4%","50.4%",3.66,1.3,1.73
"LEC 2025 Spring Season","2025-04-20","Rogue",13,3,10,35.4,146,191,0.76,0.73,-0.72,"-7.3%",40,-16.9,-711,"46%","38%","54%",3.3,"38%","41%","62%","45%","33%","31%","38%","48.9%","43.4%",3.52,1.17,1.28
"LEC 2025 Spring Season","2025-04-20","SK Gaming",8,4,4,32.3,94,146,0.64,0.93,-0.55,"-9.1%",42.6,7.4,-369,"38%","38%","25%",4,"50%","44%","38%","50%","100%","25%","50%","49.8%","48.1%",3.18,1.18,1.36
"LEC 2025 Spring Season","2025-04-20","Team BDS",14,7,7,34.6,200,178,1.12,0.78,0.28,"0.7%",57.5,-7.5,558,"64%","64%","57%",3.4,"57%","60%","43%","46%","57%","43%","63%","49.0%","49.1%",3.36,1.34,1.45
"LEC 2025 Spring Season","2025-04-20","Team Heretics",14,7,7,35.5,190,220,0.86,0.82,-0.49,"-1.2%",53.5,-3.5,-133,"50%","50%","36%",3.6,"43%","51%","57%","51%","50%","21%","33%","50.2%","49.5%",3.38,1.27,1.66
"LEC 2025 Spring Season","2025-04-20","Team Vitality",8,2,6,34.8,107,155,0.69,0.94,-0.46,"-3.4%",44.4,-19.4,-326,"75%","50%","25%",4.6,"50%","56%","50%","41%",,"38%","25%","49.6%","49.3%",3.6,1.47,1.35
"LEC 2025 Spring Season","2025-04-21","Fnatic",11,8,3,32.1,189,120,1.58,0.87,1.04,"9.5%",55.8,17,735,"64%","55%","64%",5.7,"55%","47%","45%","54%","0%","55%","58%","50.6%","56.9%",3.22,0.98,1.56
"LEC 2025 Spring Season","2025-04-21","G2 Esports",9,6,3,35.7,126,77,1.64,0.63,1.35,"8.3%",70.9,-4.2,1633,"44%","78%","67%",5.6,"44%","35%","44%","59%","0%","78%","77%","50.7%","54.8%",3.18,1,1.78
"LEC 2025 Spring Season","2025-04-21","GiantX",11,3,8,35.3,139,186,0.75,0.84,-0.67,"-4.9%",47.1,-19.9,-356,"36%","27%","36%",2,"64%","45%","55%","37%","80%","36%","44%","49.9%","47.0%",3.42,1.28,1.68
"LEC 2025 Spring Season","2025-04-21","Karmine Corp",16,11,5,34.7,254,220,1.15,0.85,-0.05,"4.7%",42.9,25.9,-685,"25%","56%","56%",4,"44%","57%","56%","59%","100%","69%","71%","50.8%","52.3%",3.32,1.14,1.63
"LEC 2025 Spring Season","2025-04-21","Movistar KOI",12,6,6,32.5,156,131,1.19,0.74,0.16,"-2.1%",43.1,6.9,-271,"67%","33%","58%",3.1,"58%","49%","42%","52%","0%","25%","36%","50.4%","49.9%",3.65,1.28,1.73
"LEC 2025 Spring Season","2025-04-21","Rogue",16,5,11,34.9,205,238,0.86,0.79,-0.35,"-4.5%",47.7,-16.5,-174,"56%","50%","56%",4,"50%","44%","69%","50%","43%","38%","42%","49.0%","45.2%",3.51,1.2,1.26
"LEC 2025 Spring Season","2025-04-21","SK Gaming",11,5,6,32.4,141,205,0.69,0.97,-0.78,"-8.8%",36,9.4,-855,"27%","27%","27%",4,"36%","44%","27%","44%","50%","27%","45%","50.0%","47.7%",3.15,1.19,1.36
"LEC 2025 Spring Season","2025-04-21","Team BDS",14,7,7,34.6,200,178,1.12,0.78,0.28,"0.7%",57.5,-7.5,558,"64%","64%","57%",3.4,"57%","60%","43%","46%","57%","43%","63%","49.0%","49.1%",3.36,1.34,1.45
"LEC 2025 Spring Season","2025-04-21","Team Heretics",14,7,7,35.5,190,220,0.86,0.82,-0.49,"-1.2%",53.5,-3.5,-133,"50%","50%","36%",3.6,"43%","51%","57%","51%","50%","21%","33%","50.2%","49.5%",3.38,1.27,1.66
"LEC 2025 Spring Season","2025-04-21","Team Vitality",10,4,6,34.1,145,171,0.85,0.93,0,"-0.1%",51.3,-11.3,158,"70%","60%","40%",4.8,"50%","62%","50%","45%",,"50%","36%","49.6%","50.0%",3.65,1.47,1.37
"LEC 2025 Spring Season","2025-04-26","Fnatic",14,9,5,33.5,230,167,1.38,0.85,0.87,"8.0%",53,11.3,544,"64%","50%","64%",5.2,"50%","46%","43%","53%","0%","57%","56%","50.7%","55.1%",3.3,1.02,1.56
"LEC 2025 Spring Season","2025-04-26","G2 Esports",12,7,5,35.4,161,120,1.34,0.66,1.02,"4.4%",70.2,-11.9,1447,"58%","83%","58%",5.8,"42%","36%","58%","57%","0%","67%","65%","50.7%","53.7%",3.16,1.02,1.79
"LEC 2025 Spring Season","2025-04-26","GiantX",14,5,9,35.1,182,221,0.82,0.82,-0.53,"-2.3%",43.9,-8.2,-470,"29%","21%","43%",2.4,"64%","49%","43%","39%","80%","43%","50%","49.8%","47.5%",3.5,1.35,1.61
"LEC 2025 Spring Season","2025-04-26","Karmine Corp",16,11,5,34.7,254,220,1.15,0.85,-0.05,"4.7%",42.9,25.9,-685,"25%","56%","56%",4,"44%","57%","56%","59%","100%","69%","71%","50.8%","52.3%",3.32,1.14,1.63
"LEC 2025 Spring Season","2025-04-26","Movistar KOI",15,8,7,33.7,203,172,1.18,0.74,0.04,"-2.1%",45.9,7.5,-186,"60%","40%","53%",3.4,"60%","51%","47%","51%","50%","27%","41%","50.2%","50.3%",3.6,1.29,1.76
"LEC 2025 Spring Season","2025-04-26","Rogue",16,5,11,34.9,205,238,0.86,0.79,-0.35,"-4.5%",47.7,-16.5,-174,"56%","50%","56%",4,"50%","44%","69%","50%","43%","38%","42%","49.0%","45.2%",3.51,1.2,1.26
"LEC 2025 Spring Season","2025-04-26","SK Gaming",11,5,6,32.4,141,205,0.69,0.97,-0.78,"-8.8%",36,9.4,-855,"27%","27%","27%",4,"36%","44%","27%","44%","50%","27%","45%","50.0%","47.7%",3.15,1.19,1.36
