"tournament","date","Team","GP","W","L","AGT","K","D","KD","CKPM","GPR","GSPD","EGR","MLR","GD15","FB%","FT%","F3T%","PPG","HLD%","GRB%","FD%","DRG%","ELD%","FBN%","BN%","LNE%","JNG%","WPM","CWPM","WCPM"
"LPL 2025 Split 2","2025-04-14","Bilibili Gaming",9,5,4,33.5,154,130,1.18,0.94,,"2.4%",,,,"44%","56%",,,"56%","44%","78%","62%",,,"50%","51.2%","51.3%",3.41,1.32,1.6
"LPL 2025 Split 2","2025-04-14","EDward Gaming",3,2,1,39.1,38,18,2.11,0.48,,"4.4%",,,,"67%","100%",,,"100%","56%","33%","65%",,,"50%","49.2%","53.9%",3.91,1.37,1.78
"LPL 2025 Split 2","2025-04-14","FunPlus Phoenix",16,7,9,35.2,249,303,0.82,0.98,,"-3.6%",,,,"25%","44%",,,"38%","46%","44%","39%",,,"55%","49.2%","47.5%",3.52,1.41,1.56
"LPL 2025 Split 2","2025-04-14","Invictus Gaming",13,6,7,35,242,240,1.01,1.06,,"0.7%",,,,"62%","46%",,,"54%","33%","62%","59%",,,"59%","50.2%","50.0%",3.13,1.16,1.61
"LPL 2025 Split 2","2025-04-14","JD Gaming",9,7,2,33.3,150,102,1.47,0.84,,"6.5%",,,,"33%","56%",,,"67%","59%","56%","63%",,,"70%","50.5%","55.1%",3.86,1.52,1.54
"LPL 2025 Split 2","2025-04-14","LGD Gaming",3,2,1,35.8,82,56,1.46,1.29,,"13.1%",,,,"67%","67%",,,"67%","33%","67%","60%",,,"80%","49.5%","54.2%",3.38,1.24,1.54
"LPL 2025 Split 2","2025-04-14","LNG Esports",3,1,2,39.1,18,38,0.47,0.48,,"-4.4%",,,,"33%","0%",,,"0%","44%","67%","35%",,,"50%","50.8%","46.1%",3.58,1.48,1.82
"LPL 2025 Split 2","2025-04-14","Ninjas in Pyjamas",4,2,2,35.6,68,75,0.91,1,,"-4.8%",,,,"50%","50%",,,"50%","46%","75%","47%",,,"50%","49.3%","48.5%",2.91,0.97,1.66
"LPL 2025 Split 2","2025-04-14","Oh My God",3,1,2,35.8,56,82,0.68,1.29,,"-13.1%",,,,"33%","33%",,,"33%","67%","33%","40%",,,"20%","50.5%","45.8%",3.49,1.41,1.38
"LPL 2025 Split 2","2025-04-14","Royal Never Give Up",3,1,2,35.5,31,50,0.62,0.76,,"-2.8%",,,,"33%","67%",,,"67%","56%","67%","40%",,,"0%","50.5%","49.5%",3.75,1.42,1.74
"LPL 2025 Split 2","2025-04-14","Team WE",4,0,4,33.2,47,77,0.61,0.93,,"-3.8%",,,,"75%","50%",,,"50%","67%","0%","22%",,,"20%","49.4%","46.2%",3.31,1.38,1.72
"LPL 2025 Split 2","2025-04-14","ThunderTalk Gaming",12,3,9,29.8,132,218,0.61,0.98,,"-8.9%",,,,"33%","17%",,,"33%","63%","8%","25%",,,"14%","48.9%","47.1%",3.33,1.38,1.35
"LPL 2025 Split 2","2025-04-14","Top Esports",13,9,4,30.8,210,167,1.26,0.94,,"7.9%",,,,"62%","85%",,,"69%","67%","46%","56%",,,"73%","51.1%","53.0%",3.4,1.3,1.4
"LPL 2025 Split 2","2025-04-14","Ultra Prime",3,2,1,35.5,50,31,1.61,0.76,,"2.8%",,,,"67%","33%",,,"33%","44%","33%","60%",,,"100%","49.5%","50.5%",3.8,1.59,1.74
"LPL 2025 Split 2","2025-04-14","Weibo Gaming",9,3,6,31.8,128,159,0.81,1,,"-4.8%",,,,"67%","33%",,,"22%","41%","33%","50%",,,"11%","49.6%","47.7%",3.47,1.25,1.53
"LPL 2025 Split 2","2025-04-15","Anyone's Legend",15,11,4,32,289,160,1.81,0.93,,"4.8%",,,,"73%","67%",,,"57%","40%","87%","67%",,,"59%","50.4%","51.9%",3.43,1.33,1.6
"LPL 2025 Split 2","2025-04-15","Bilibili Gaming",9,5,4,33.5,154,130,1.18,0.94,,"2.4%",,,,"44%","56%",,,"56%","44%","78%","62%",,,"50%","51.2%","51.3%",3.41,1.32,1.6
"LPL 2025 Split 2","2025-04-15","EDward Gaming",3,2,1,39.1,38,18,2.11,0.48,,"4.4%",,,,"67%","100%",,,"100%","56%","33%","65%",,,"50%","49.2%","53.9%",3.91,1.37,1.78
"LPL 2025 Split 2","2025-04-15","FunPlus Phoenix",16,7,9,35.2,249,303,0.82,0.98,,"-3.6%",,,,"25%","44%",,,"38%","46%","44%","39%",,,"55%","49.2%","47.5%",3.52,1.41,1.56
"LPL 2025 Split 2","2025-04-15","Invictus Gaming",16,7,9,36.3,284,289,0.98,0.99,,"0.0%",,,,"56%","44%",,,"50%","38%","50%","59%",,,"50%","50.4%","49.5%",3.14,1.18,1.6
"LPL 2025 Split 2","2025-04-15","JD Gaming",9,7,2,33.3,150,102,1.47,0.84,,"6.5%",,,,"33%","56%",,,"67%","59%","56%","63%",,,"70%","50.5%","55.1%",3.86,1.52,1.54
"LPL 2025 Split 2","2025-04-15","LGD Gaming",3,2,1,35.8,82,56,1.46,1.29,,"13.1%",,,,"67%","67%",,,"67%","33%","67%","60%",,,"80%","49.5%","54.2%",3.38,1.24,1.54
"LPL 2025 Split 2","2025-04-15","LNG Esports",3,1,2,39.1,18,38,0.47,0.48,,"-4.4%",,,,"33%","0%",,,"0%","44%","67%","35%",,,"50%","50.8%","46.1%",3.58,1.48,1.82
"LPL 2025 Split 2","2025-04-15","Ninjas in Pyjamas",7,4,3,38.3,117,117,1,0.87,,"-1.4%",,,,"57%","57%",,,"57%","45%","86%","44%",,,"64%","49.1%","50.3%",2.96,1.01,1.57
"LPL 2025 Split 2","2025-04-15","Oh My God",3,1,2,35.8,56,82,0.68,1.29,,"-13.1%",,,,"33%","33%",,,"33%","67%","33%","40%",,,"20%","50.5%","45.8%",3.49,1.41,1.38
"LPL 2025 Split 2","2025-04-15","Royal Never Give Up",3,1,2,35.5,31,50,0.62,0.76,,"-2.8%",,,,"33%","67%",,,"67%","56%","67%","40%",,,"0%","50.5%","49.5%",3.75,1.42,1.74
"LPL 2025 Split 2","2025-04-15","Team WE",4,0,4,33.2,47,77,0.61,0.93,,"-3.8%",,,,"75%","50%",,,"50%","67%","0%","22%",,,"20%","49.4%","46.2%",3.31,1.38,1.72
"LPL 2025 Split 2","2025-04-15","ThunderTalk Gaming",14,3,11,29.7,144,268,0.54,0.99,,"-9.2%",,,,"29%","14%",,,"38%","65%","7%","22%",,,"11%","48.8%","47.0%",3.34,1.35,1.33
"LPL 2025 Split 2","2025-04-15","Top Esports",13,9,4,30.8,210,167,1.26,0.94,,"7.9%",,,,"62%","85%",,,"69%","67%","46%","56%",,,"73%","51.1%","53.0%",3.4,1.3,1.4
"LPL 2025 Split 2","2025-04-15","Ultra Prime",3,2,1,35.5,50,31,1.61,0.76,,"2.8%",,,,"67%","33%",,,"33%","44%","33%","60%",,,"100%","49.5%","50.5%",3.8,1.59,1.74
"LPL 2025 Split 2","2025-04-15","Weibo Gaming",9,3,6,31.8,128,159,0.81,1,,"-4.8%",,,,"67%","33%",,,"22%","41%","33%","50%",,,"11%","49.6%","47.7%",3.47,1.25,1.53
"LPL 2025 Split 2","2025-04-16","Anyone's Legend",15,11,4,32,289,160,1.81,0.93,,"4.8%",,,,"73%","67%",,,"57%","40%","87%","67%",,,"59%","50.4%","51.9%",3.43,1.33,1.6
"LPL 2025 Split 2","2025-04-16","Bilibili Gaming",9,5,4,33.5,154,130,1.18,0.94,,"2.4%",,,,"44%","56%",,,"56%","44%","78%","62%",,,"50%","51.2%","51.3%",3.41,1.32,1.6
"LPL 2025 Split 2","2025-04-16","EDward Gaming",3,2,1,39.1,38,18,2.11,0.48,,"4.4%",,,,"67%","100%",,,"100%","56%","33%","65%",,,"50%","49.2%","53.9%",3.91,1.37,1.78
"LPL 2025 Split 2","2025-04-16","FunPlus Phoenix",16,7,9,35.2,249,303,0.82,0.98,,"-3.6%",,,,"25%","44%",,,"38%","46%","44%","39%",,,"55%","49.2%","47.5%",3.52,1.41,1.56
"LPL 2025 Split 2","2025-04-16","Invictus Gaming",16,7,9,36.3,284,289,0.98,0.99,,"0.0%",,,,"56%","44%",,,"50%","38%","50%","59%",,,"50%","50.4%","49.5%",3.14,1.18,1.6
"LPL 2025 Split 2","2025-04-16","JD Gaming",9,7,2,33.3,150,102,1.47,0.84,,"6.5%",,,,"33%","56%",,,"67%","59%","56%","63%",,,"70%","50.5%","55.1%",3.86,1.52,1.54
"LPL 2025 Split 2","2025-04-16","LGD Gaming",5,4,1,34.4,108,68,1.59,1.02,,"11.9%",,,,"60%","80%",,,"60%","53%","40%","54%",,,"88%","49.9%","52.5%",3.28,1.27,1.69
"LPL 2025 Split 2","2025-04-16","LNG Esports",5,1,4,36.4,30,64,0.47,0.52,,"-6.6%",,,,"40%","0%",,,"20%","33%","80%","42%",,,"29%","50.4%","47.7%",3.51,1.38,1.73
"LPL 2025 Split 2","2025-04-16","Ninjas in Pyjamas",7,4,3,38.3,117,117,1,0.87,,"-1.4%",,,,"57%","57%",,,"57%","45%","86%","44%",,,"64%","49.1%","50.3%",2.96,1.01,1.57
"LPL 2025 Split 2","2025-04-16","Oh My God",3,1,2,35.8,56,82,0.68,1.29,,"-13.1%",,,,"33%","33%",,,"33%","67%","33%","40%",,,"20%","50.5%","45.8%",3.49,1.41,1.38
"LPL 2025 Split 2","2025-04-16","Royal Never Give Up",3,1,2,35.5,31,50,0.62,0.76,,"-2.8%",,,,"33%","67%",,,"67%","56%","67%","40%",,,"0%","50.5%","49.5%",3.75,1.42,1.74
"LPL 2025 Split 2","2025-04-16","Team WE",7,1,6,34.6,103,139,0.74,1,,"-2.4%",,,,"71%","57%",,,"57%","52%","14%","31%",,,"33%","49.3%","46.6%",3.34,1.41,1.67
"LPL 2025 Split 2","2025-04-16","ThunderTalk Gaming",14,3,11,29.7,144,268,0.54,0.99,,"-9.2%",,,,"29%","14%",,,"38%","65%","7%","22%",,,"11%","48.8%","47.0%",3.34,1.35,1.33
"LPL 2025 Split 2","2025-04-16","Top Esports",16,11,5,31.9,272,223,1.22,0.97,,"6.5%",,,,"56%","75%",,,"63%","67%","50%","56%",,,"67%","51.1%","52.9%",3.44,1.34,1.44
"LPL 2025 Split 2","2025-04-16","Ultra Prime",3,2,1,35.5,50,31,1.61,0.76,,"2.8%",,,,"67%","33%",,,"33%","44%","33%","60%",,,"100%","49.5%","50.5%",3.8,1.59,1.74
"LPL 2025 Split 2","2025-04-16","Weibo Gaming",9,3,6,31.8,128,159,0.81,1,,"-4.8%",,,,"67%","33%",,,"22%","41%","33%","50%",,,"11%","49.6%","47.7%",3.47,1.25,1.53
"LPL 2025 Split 2","2025-04-17","Anyone's Legend",15,11,4,32,289,160,1.81,0.93,,"4.8%",,,,"73%","67%",,,"57%","40%","87%","67%",,,"59%","50.4%","51.9%",3.43,1.33,1.6
"LPL 2025 Split 2","2025-04-17","Bilibili Gaming",12,7,5,33,217,173,1.25,0.98,,"4.3%",,,,"33%","58%",,,"58%","43%","58%","64%",,,"50%","50.8%","52.2%",3.4,1.31,1.55
"LPL 2025 Split 2","2025-04-17","EDward Gaming",3,2,1,39.1,38,18,2.11,0.48,,"4.4%",,,,"67%","100%",,,"100%","56%","33%","65%",,,"50%","49.2%","53.9%",3.91,1.37,1.78
"LPL 2025 Split 2","2025-04-17","FunPlus Phoenix",16,7,9,35.2,249,303,0.82,0.98,,"-3.6%",,,,"25%","44%",,,"38%","46%","44%","39%",,,"55%","49.2%","47.5%",3.52,1.41,1.56
"LPL 2025 Split 2","2025-04-17","Invictus Gaming",16,7,9,36.3,284,289,0.98,0.99,,"0.0%",,,,"56%","44%",,,"50%","38%","50%","59%",,,"50%","50.4%","49.5%",3.14,1.18,1.6
"LPL 2025 Split 2","2025-04-17","JD Gaming",9,7,2,33.3,150,102,1.47,0.84,,"6.5%",,,,"33%","56%",,,"67%","59%","56%","63%",,,"70%","50.5%","55.1%",3.86,1.52,1.54
"LPL 2025 Split 2","2025-04-17","LGD Gaming",5,4,1,34.4,108,68,1.59,1.02,,"11.9%",,,,"60%","80%",,,"60%","53%","40%","54%",,,"88%","49.9%","52.5%",3.28,1.27,1.69
"LPL 2025 Split 2","2025-04-17","LNG Esports",5,1,4,36.4,30,64,0.47,0.52,,"-6.6%",,,,"40%","0%",,,"20%","33%","80%","42%",,,"29%","50.4%","47.7%",3.51,1.38,1.73
"LPL 2025 Split 2","2025-04-17","Ninjas in Pyjamas",10,5,5,36.6,146,157,0.93,0.83,,"-2.2%",,,,"70%","50%",,,"40%","50%","80%","48%",,,"57%","49.4%","50.5%",3.05,1.04,1.58
"LPL 2025 Split 2","2025-04-17","Oh My God",3,1,2,35.8,56,82,0.68,1.29,,"-13.1%",,,,"33%","33%",,,"33%","67%","33%","40%",,,"20%","50.5%","45.8%",3.49,1.41,1.38
"LPL 2025 Split 2","2025-04-17","Royal Never Give Up",3,1,2,35.5,31,50,0.62,0.76,,"-2.8%",,,,"33%","67%",,,"67%","56%","67%","40%",,,"0%","50.5%","49.5%",3.75,1.42,1.74
"LPL 2025 Split 2","2025-04-17","Team WE",10,2,8,33.7,145,202,0.72,1.03,,"-4.8%",,,,"80%","50%",,,"50%","55%","40%","31%",,,"38%","49.6%","46.1%",3.3,1.35,1.57
"LPL 2025 Split 2","2025-04-17","ThunderTalk Gaming",14,3,11,29.7,144,268,0.54,0.99,,"-9.2%",,,,"29%","14%",,,"38%","65%","7%","22%",,,"11%","48.8%","47.0%",3.34,1.35,1.33
"LPL 2025 Split 2","2025-04-17","Top Esports",16,11,5,31.9,272,223,1.22,0.97,,"6.5%",,,,"56%","75%",,,"63%","67%","50%","56%",,,"67%","51.1%","52.9%",3.44,1.34,1.44
"LPL 2025 Split 2","2025-04-17","Ultra Prime",3,2,1,35.5,50,31,1.61,0.76,,"2.8%",,,,"67%","33%",,,"33%","44%","33%","60%",,,"100%","49.5%","50.5%",3.8,1.59,1.74
"LPL 2025 Split 2","2025-04-17","Weibo Gaming",12,5,7,32,168,188,0.89,0.93,,"-2.6%",,,,"50%","42%",,,"42%","40%","33%","48%",,,"25%","49.7%","48.0%",3.44,1.27,1.56
"LPL 2025 Split 2","2025-04-18","Anyone's Legend",15,11,4,32,289,160,1.81,0.93,,"4.8%",,,,"73%","67%",,,"57%","40%","87%","67%",,,"59%","50.4%","51.9%",3.43,1.33,1.6
"LPL 2025 Split 2","2025-04-18","Bilibili Gaming",12,7,5,33,217,173,1.25,0.98,,"4.3%",,,,"33%","58%",,,"58%","43%","58%","64%",,,"50%","50.8%","52.2%",3.4,1.31,1.55
"LPL 2025 Split 2","2025-04-18","EDward Gaming",3,2,1,39.1,38,18,2.11,0.48,,"4.4%",,,,"67%","100%",,,"100%","56%","33%","65%",,,"50%","49.2%","53.9%",3.91,1.37,1.78
"LPL 2025 Split 2","2025-04-18","FunPlus Phoenix",16,7,9,35.2,249,303,0.82,0.98,,"-3.6%",,,,"25%","44%",,,"38%","46%","44%","39%",,,"55%","49.2%","47.5%",3.52,1.41,1.56
"LPL 2025 Split 2","2025-04-18","Invictus Gaming",19,9,10,36.2,325,346,0.94,0.98,,"-1.2%",,,,"53%","42%",,,"47%","39%","47%","58%",,,"52%","50.5%","49.3%",3.15,1.18,1.58
"LPL 2025 Split 2","2025-04-18","JD Gaming",12,8,4,33.8,207,143,1.45,0.86,,"6.8%",,,,"42%","58%",,,"67%","58%","58%","59%",,,"60%","50.1%","54.2%",3.84,1.48,1.53
"LPL 2025 Split 2","2025-04-18","LGD Gaming",5,4,1,34.4,108,68,1.59,1.02,,"11.9%",,,,"60%","80%",,,"60%","53%","40%","54%",,,"88%","49.9%","52.5%",3.28,1.27,1.69
"LPL 2025 Split 2","2025-04-18","LNG Esports",5,1,4,36.4,30,64,0.47,0.52,,"-6.6%",,,,"40%","0%",,,"20%","33%","80%","42%",,,"29%","50.4%","47.7%",3.51,1.38,1.73
"LPL 2025 Split 2","2025-04-18","Ninjas in Pyjamas",13,6,7,34.2,182,209,0.87,0.88,,"-2.6%",,,,"62%","54%",,,"38%","46%","69%","44%",,,"57%","49.5%","49.8%",3.05,1.02,1.45
"LPL 2025 Split 2","2025-04-18","Oh My God",3,1,2,35.8,56,82,0.68,1.29,,"-13.1%",,,,"33%","33%",,,"33%","67%","33%","40%",,,"20%","50.5%","45.8%",3.49,1.41,1.38
"LPL 2025 Split 2","2025-04-18","Royal Never Give Up",3,1,2,35.5,31,50,0.62,0.76,,"-2.8%",,,,"33%","67%",,,"67%","56%","67%","40%",,,"0%","50.5%","49.5%",3.75,1.42,1.74
"LPL 2025 Split 2","2025-04-18","Team WE",10,2,8,33.7,145,202,0.72,1.03,,"-4.8%",,,,"80%","50%",,,"50%","55%","40%","31%",,,"38%","49.6%","46.1%",3.3,1.35,1.57
"LPL 2025 Split 2","2025-04-18","ThunderTalk Gaming",17,5,12,29,196,305,0.64,1.01,,"-6.9%",,,,"35%","18%",,,"44%","66%","18%","30%",,,"11%","49.0%","48.0%",3.32,1.34,1.35
"LPL 2025 Split 2","2025-04-18","Top Esports",16,11,5,31.9,272,223,1.22,0.97,,"6.5%",,,,"56%","75%",,,"63%","67%","50%","56%",,,"67%","51.1%","52.9%",3.44,1.34,1.44
"LPL 2025 Split 2","2025-04-18","Ultra Prime",3,2,1,35.5,50,31,1.61,0.76,,"2.8%",,,,"67%","33%",,,"33%","44%","33%","60%",,,"100%","49.5%","50.5%",3.8,1.59,1.74
"LPL 2025 Split 2","2025-04-18","Weibo Gaming",12,5,7,32,168,188,0.89,0.93,,"-2.6%",,,,"50%","42%",,,"42%","40%","33%","48%",,,"25%","49.7%","48.0%",3.44,1.27,1.56
"LPL 2025 Split 2","2025-04-19","Anyone's Legend",18,13,5,32,346,192,1.8,0.93,,"6.3%",,,,"72%","72%",,,"65%","43%","83%","67%",,,"57%","50.5%","52.7%",3.44,1.33,1.6
"LPL 2025 Split 2","2025-04-19","Bilibili Gaming",12,7,5,33,217,173,1.25,0.98,,"4.3%",,,,"33%","58%",,,"58%","43%","58%","64%",,,"50%","50.8%","52.2%",3.4,1.31,1.55
"LPL 2025 Split 2","2025-04-19","EDward Gaming",5,4,1,36.2,74,32,2.31,0.59,,"7.2%",,,,"60%","100%",,,"100%","60%","20%","65%",,,"50%","50.0%","54.8%",3.71,1.31,1.75
"LPL 2025 Split 2","2025-04-19","FunPlus Phoenix",16,7,9,35.2,249,303,0.82,0.98,,"-3.6%",,,,"25%","44%",,,"38%","46%","44%","39%",,,"55%","49.2%","47.5%",3.52,1.41,1.56
"LPL 2025 Split 2","2025-04-19","Invictus Gaming",19,9,10,36.2,325,346,0.94,0.98,,"-1.2%",,,,"53%","42%",,,"47%","39%","47%","58%",,,"52%","50.5%","49.3%",3.15,1.18,1.58
"LPL 2025 Split 2","2025-04-19","JD Gaming",12,8,4,33.8,207,143,1.45,0.86,,"6.8%",,,,"42%","58%",,,"67%","58%","58%","59%",,,"60%","50.1%","54.2%",3.84,1.48,1.53
"LPL 2025 Split 2","2025-04-19","LGD Gaming",5,4,1,34.4,108,68,1.59,1.02,,"11.9%",,,,"60%","80%",,,"60%","53%","40%","54%",,,"88%","49.9%","52.5%",3.28,1.27,1.69
"LPL 2025 Split 2","2025-04-19","LNG Esports",5,1,4,36.4,30,64,0.47,0.52,,"-6.6%",,,,"40%","0%",,,"20%","33%","80%","42%",,,"29%","50.4%","47.7%",3.51,1.38,1.73
"LPL 2025 Split 2","2025-04-19","Ninjas in Pyjamas",13,6,7,34.2,182,209,0.87,0.88,,"-2.6%",,,,"62%","54%",,,"38%","46%","69%","44%",,,"57%","49.5%","49.8%",3.05,1.02,1.45
"LPL 2025 Split 2","2025-04-19","Oh My God",5,1,4,34.2,70,118,0.59,1.1,,"-12.4%",,,,"40%","20%",,,"20%","53%","60%","38%",,,"29%","49.8%","45.0%",3.59,1.44,1.38
"LPL 2025 Split 2","2025-04-19","Royal Never Give Up",3,1,2,35.5,31,50,0.62,0.76,,"-2.8%",,,,"33%","67%",,,"67%","56%","67%","40%",,,"0%","50.5%","49.5%",3.75,1.42,1.74
"LPL 2025 Split 2","2025-04-19","Team WE",13,3,10,33.3,177,259,0.68,1.01,,"-6.8%",,,,"69%","38%",,,"38%","53%","38%","32%",,,"41%","49.5%","45.5%",3.32,1.33,1.58
"LPL 2025 Split 2","2025-04-19","ThunderTalk Gaming",17,5,12,29,196,305,0.64,1.01,,"-6.9%",,,,"35%","18%",,,"44%","66%","18%","30%",,,"11%","49.0%","48.0%",3.32,1.34,1.35
"LPL 2025 Split 2","2025-04-19","Top Esports",16,11,5,31.9,272,223,1.22,0.97,,"6.5%",,,,"56%","75%",,,"63%","67%","50%","56%",,,"67%","51.1%","52.9%",3.44,1.34,1.44
"LPL 2025 Split 2","2025-04-19","Ultra Prime",3,2,1,35.5,50,31,1.61,0.76,,"2.8%",,,,"67%","33%",,,"33%","44%","33%","60%",,,"100%","49.5%","50.5%",3.8,1.59,1.74
"LPL 2025 Split 2","2025-04-19","Weibo Gaming",12,5,7,32,168,188,0.89,0.93,,"-2.6%",,,,"50%","42%",,,"42%","40%","33%","48%",,,"25%","49.7%","48.0%",3.44,1.27,1.56
"LPL 2025 Split 2","2025-04-20","Anyone's Legend",18,13,5,32,346,192,1.8,0.93,,"6.3%",,,,"72%","72%",,,"65%","43%","83%","67%",,,"57%","50.5%","52.7%",3.44,1.33,1.6
"LPL 2025 Split 2","2025-04-20","Bilibili Gaming",15,8,7,32.7,267,221,1.21,0.99,,"3.7%",,,,"40%","53%",,,"60%","43%","60%","61%",,,"47%","50.7%","51.6%",3.43,1.33,1.56
"LPL 2025 Split 2","2025-04-20","EDward Gaming",5,4,1,36.2,74,32,2.31,0.59,,"7.2%",,,,"60%","100%",,,"100%","60%","20%","65%",,,"50%","50.0%","54.8%",3.71,1.31,1.75
"LPL 2025 Split 2","2025-04-20","FunPlus Phoenix",18,9,9,34.5,301,318,0.95,1,,"-2.1%",,,,"33%","50%",,,"39%","45%","50%","45%",,,"57%","49.5%","48.2%",3.51,1.4,1.57
"LPL 2025 Split 2","2025-04-20","Invictus Gaming",19,9,10,36.2,325,346,0.94,0.98,,"-1.2%",,,,"53%","42%",,,"47%","39%","47%","58%",,,"52%","50.5%","49.3%",3.15,1.18,1.58
"LPL 2025 Split 2","2025-04-20","JD Gaming",12,8,4,33.8,207,143,1.45,0.86,,"6.8%",,,,"42%","58%",,,"67%","58%","58%","59%",,,"60%","50.1%","54.2%",3.84,1.48,1.53
"LPL 2025 Split 2","2025-04-20","LGD Gaming",5,4,1,34.4,108,68,1.59,1.02,,"11.9%",,,,"60%","80%",,,"60%","53%","40%","54%",,,"88%","49.9%","52.5%",3.28,1.27,1.69
"LPL 2025 Split 2","2025-04-20","LNG Esports",7,3,4,34.2,65,73,0.89,0.58,,"-1.2%",,,,"57%","29%",,,"43%","50%","71%","53%",,,"44%","50.2%","50.1%",3.36,1.26,1.71
"LPL 2025 Split 2","2025-04-20","Ninjas in Pyjamas",15,6,9,33.4,197,261,0.75,0.91,,"-3.6%",,,,"53%","47%",,,"40%","48%","60%","39%",,,"53%","49.3%","49.4%",3.05,1.03,1.43
"LPL 2025 Split 2","2025-04-20","Oh My God",5,1,4,34.2,70,118,0.59,1.1,,"-12.4%",,,,"40%","20%",,,"20%","53%","60%","38%",,,"29%","49.8%","45.0%",3.59,1.44,1.38
"LPL 2025 Split 2","2025-04-20","Royal Never Give Up",3,1,2,35.5,31,50,0.62,0.76,,"-2.8%",,,,"33%","67%",,,"67%","56%","67%","40%",,,"0%","50.5%","49.5%",3.75,1.42,1.74
"LPL 2025 Split 2","2025-04-20","Team WE",13,3,10,33.3,177,259,0.68,1.01,,"-6.8%",,,,"69%","38%",,,"38%","53%","38%","32%",,,"41%","49.5%","45.5%",3.32,1.33,1.58
"LPL 2025 Split 2","2025-04-20","ThunderTalk Gaming",17,5,12,29,196,305,0.64,1.01,,"-6.9%",,,,"35%","18%",,,"44%","66%","18%","30%",,,"11%","49.0%","48.0%",3.32,1.34,1.35
"LPL 2025 Split 2","2025-04-20","Top Esports",19,13,6,31.8,320,273,1.17,0.98,,"5.3%",,,,"53%","74%",,,"58%","65%","47%","56%",,,"67%","50.9%","52.6%",3.47,1.35,1.49
"LPL 2025 Split 2","2025-04-20","Ultra Prime",5,2,3,32.8,59,66,0.89,0.76,,"-3.3%",,,,"40%","20%",,,"20%","30%","40%","43%",,,"60%","49.8%","47.8%",3.62,1.52,1.52
"LPL 2025 Split 2","2025-04-20","Weibo Gaming",12,5,7,32,168,188,0.89,0.93,,"-2.6%",,,,"50%","42%",,,"42%","40%","33%","48%",,,"25%","49.7%","48.0%",3.44,1.27,1.56
"LPL 2025 Split 2","2025-04-21","Anyone's Legend",18,13,5,32,346,192,1.8,0.93,,"6.3%",,,,"72%","72%",,,"65%","43%","83%","67%",,,"57%","50.5%","52.7%",3.44,1.33,1.6
"LPL 2025 Split 2","2025-04-21","Bilibili Gaming",15,8,7,32.7,267,221,1.21,0.99,,"3.7%",,,,"40%","53%",,,"60%","43%","60%","61%",,,"47%","50.7%","51.6%",3.43,1.33,1.56
"LPL 2025 Split 2","2025-04-21","EDward Gaming",5,4,1,36.2,74,32,2.31,0.59,,"7.2%",,,,"60%","100%",,,"100%","60%","20%","65%",,,"50%","50.0%","54.8%",3.71,1.31,1.75
"LPL 2025 Split 2","2025-04-21","FunPlus Phoenix",18,9,9,34.5,301,318,0.95,1,,"-2.1%",,,,"33%","50%",,,"39%","45%","50%","45%",,,"57%","49.5%","48.2%",3.51,1.4,1.57
"LPL 2025 Split 2","2025-04-21","Invictus Gaming",21,11,10,35.8,361,370,0.98,0.97,,"-1.0%",,,,"48%","48%",,,"48%","42%","48%","60%",,,"48%","50.5%","49.7%",3.16,1.18,1.56
"LPL 2025 Split 2","2025-04-21","JD Gaming",15,9,6,33.7,221,184,1.2,0.8,,"4.4%",,,,"33%","53%",,,"73%","57%","47%","55%",,,"50%","50.1%","53.2%",3.85,1.46,1.55
"LPL 2025 Split 2","2025-04-21","LGD Gaming",5,4,1,34.4,108,68,1.59,1.02,,"11.9%",,,,"60%","80%",,,"60%","53%","40%","54%",,,"88%","49.9%","52.5%",3.28,1.27,1.69
"LPL 2025 Split 2","2025-04-21","LNG Esports",7,3,4,34.2,65,73,0.89,0.58,,"-1.2%",,,,"57%","29%",,,"43%","50%","71%","53%",,,"44%","50.2%","50.1%",3.36,1.26,1.71
"LPL 2025 Split 2","2025-04-21","Ninjas in Pyjamas",15,6,9,33.4,197,261,0.75,0.91,,"-3.6%",,,,"53%","47%",,,"40%","48%","60%","39%",,,"53%","49.3%","49.4%",3.05,1.03,1.43
"LPL 2025 Split 2","2025-04-21","Oh My God",5,1,4,34.2,70,118,0.59,1.1,,"-12.4%",,,,"40%","20%",,,"20%","53%","60%","38%",,,"29%","49.8%","45.0%",3.59,1.44,1.38
"LPL 2025 Split 2","2025-04-21","Royal Never Give Up",3,1,2,35.5,31,50,0.62,0.76,,"-2.8%",,,,"33%","67%",,,"67%","56%","67%","40%",,,"0%","50.5%","49.5%",3.75,1.42,1.74
"LPL 2025 Split 2","2025-04-21","Team WE",15,3,12,33.2,201,295,0.68,0.99,,"-6.1%",,,,"73%","33%",,,"40%","49%","40%","30%",,,"47%","49.5%","45.5%",3.3,1.34,1.57
"LPL 2025 Split 2","2025-04-21","ThunderTalk Gaming",17,5,12,29,196,305,0.64,1.01,,"-6.9%",,,,"35%","18%",,,"44%","66%","18%","30%",,,"11%","49.0%","48.0%",3.32,1.34,1.35
"LPL 2025 Split 2","2025-04-21","Top Esports",19,13,6,31.8,320,273,1.17,0.98,,"5.3%",,,,"53%","74%",,,"58%","65%","47%","56%",,,"67%","50.9%","52.6%",3.47,1.35,1.49
